pid,degree
17592186051347,909
13194139536663,1251
32985348843135,763
6963,2146
17592186050783,451
24189255820475,678
32985348841791,542
2199023261775,1897
8796093025279,979
2199023259163,1667
17592186052839,2207
10995116279311,1329
13194139541799,660
6597069776075,1468
2199023262891,371
35184372096015,680
8796093022275,2685
21990232557143,669
8796093022755,1185
21990232558383,1221
4398046516763,232
4398046522059,1724
8796093022707,1949
13194139542423,711
24189255813075,1700
30786325582847,334
26388279075939,1111
4398046518419,759
26388279073851,275
7587,1122
17592186050003,646
4398046520890,2161
8796093026366,589
26388279067058,2363
10995116283630,1799
15393162790634,1445
13194139535146,436
2199023265402,3164
28587302322882,943
8796093029550,922
15393162795778,1021
6597069772982,109
35184372092294,80
35184372093722,1163
1034,782
10995116286858,602
28587302324562,856
28587302326438,1075
21990232563366,429
8796093029178,484
10995116286583,329
21990232565943,1740
21990232558751,1145
8919,1276
10995116287203,1547
17592186049799,1630
21990232560095,3479
19791209310055,1307
2199023262487,1837
35184372092691,8689
8796093026583,984
6597069773383,1862
24189255820571,422
13194139539167,2684
8796093031071,2289
26388279069787,191
28587302331271,2808
30786325588519,942
2199023264575,955
37383395346223,794
4398046518779,895
2199023257035,3015
37383395353535,769
37383395354035,1521
4398046513491,2137
26388279073479,1240
10995116280007,451
10995116286003,801
10995116278071,249
6597069773163,1353
10995116285107,2307
13194139535015,3292
30786325579727,123
30786325581887,514
10995116287867,1454
10995116283291,1269
19791209306303,233
15393162793915,553
24189255818927,212
2199023259027,2279
26388279072783,396
32985348835531,239
15393162795767,1390
6597069773599,773
15393162789375,1231
35184372093927,5251
26388279069330,523
30786325579594,635
32985348840958,703
10995116282430,1909
15393162794570,332
21990232566494,2337
15393162798538,355
21990232560034,685
6597069775554,1959
4398046517894,1133
17592186050734,144
32985348843266,2152
15393162798794,1816
8796093023198,1155
35184372090710,523
17592186051490,4154
32985348842998,1128
10995116280598,1623
13194139542206,539
35184372097627,569
13194139540755,987
19791209306667,342
10995116281487,980
13194139536367,1221
32985348842035,649
2199023260279,133
6597069769811,875
28587302323171,446
6597069773611,63
10707,3039
19791209310943,712
30786325579807,934
6597069776679,1345
26388279074283,189
10995116288723,1625
10995116281135,257
6795,456
24189255814051,124
8796093031935,1413
15393162790974,577
17592186045182,549
2199023259062,941
15393162799170,579
2199023259546,151
32985348838698,281
26388279066866,2299
17592186051382,861
28587302331138,577
4398046511606,531
35184372098262,554
15393162798238,668
30786325582834,214
6597069773778,230
26388279074115,538
13194139537551,499
30786325581435,593
6597069771195,1353
26388279073659,238
24189255811395,1110
21990232560383,2550
2199023261979,1126
10995116283619,13067
2199023261275,1593
6597069768083,832
13194139539487,540
37383395345727,168
21990232563343,335
24189255813303,1373
17592186045555,963
28587302325739,270
2199023260899,909
24189255811299,945
30786325586835,454
15393162791723,1248
32985348840586,561
19791209309258,539
28587302332830,843
28587302324478,204
30786325587082,432
35184372090590,259
21990232560382,882
10995116279258,2015
17592186047102,1554
32985348834430,798
4398046516058,822
24189255821910,561
19791209309606,1023
37383395351131,176
4398046513767,2462
4398046515191,453
26388279074235,1107
10995116279335,598
4398046513683,514
24189255820959,279
24189255816463,1542
6597069770739,12214
8796093024271,300
10575,350
4398046515627,177
21990232564978,279
28587302324794,507
37383395351906,628
15393162790030,548
19791209305162,298
19791209310811,319
32985348833899,337
4398046512527,437
32985348835771,299
1527,863
13194139534011,1042
13194139544083,2094
15393162797199,2156
24189255816767,1053
4398046520363,111
37383395346079,391
15393162794859,1584
13194139540003,2635
8796093027747,809
28587302324370,4517
28587302326802,736
35184372089462,1365
17592186049378,408
10995116288478,806
4398046521914,224
8796093032898,393
19791209304951,1602
28587302326763,186
32985348842407,674
21990232560979,1236
4398046513755,1003
6597069768267,584
8796093023415,838
13194139535887,226
21990232555527,228
4503,837
21990232555526,347
26388279071878,282
26388279066650,173
8796093023283,1709
37383395349091,1214
2199023261007,217
4398046512039,1937
26388279068695,2319
32985348842359,374
21990232566399,1512
28587302330619,542
13194139533855,406
13194139539846,460
15393162791758,2121
19791209310127,748
13194139539463,1025
2199023256915,1321
19791209310231,2512
10995116283907,150
21990232556962,230
24189255817462,483
10995116278982,1232
21990232564646,365
37383395349507,702
13194139543115,1351
21990232565979,784
4398046519995,593
13194139534511,750
2199023256486,493
13194139534071,1651
4398046512455,2576
26388279072927,1000
6597069772839,1185
21990232557263,648
24189255821523,6288
10995116278179,435
26388279074259,345
15393162795090,2407
24189255813170,441
13194139534323,1814
6597069775675,362
17592186054039,1645
17592186044883,423
17592186047366,599
2199023260862,2085
37383395351030,1061
32985348841959,1240
10995116283883,2952
15393162794858,899
35184372094995,128
9615,2949
19791209309667,263
8796093023235,1522
8796093031694,289
21990232565602,1237
10995116278875,1212
926,70
26388279071782,266
4398046515495,383
35184372090782,122
37383395353039,12933
2199023259806,557
19791209300707,592
21990232559975,1631
19791209304987,581
35184372098503,128
2199023265951,1514
17592186045987,634
15393162797415,834
2199023255907,1149
17592186053259,200
26388279068163,351
21990232564635,1170
19791209301422,686
17592186046899,767
28587302330703,452
13194139534799,224
17592186046335,1946
2199023265231,9996
28587302332435,170
8796093023990,882
15393162798986,590
2199023258491,124
4398046512623,2227
6579,854
35184372098406,379
6597069769047,1278
30786325578699,612
8796093027051,2309
17592186053355,294
8796093023031,216
10995116286775,311
24189255818915,751
19791209305839,1406
35184372098287,786
32985348840175,695
2199023255967,1204
32985348843775,599
6597069777051,612
35184372092571,2823
6597069769603,469
17592186046515,584
32985348835495,816
21990232561591,665
2199023256247,1453
183,577
21990232564763,326
19791209300719,1308
35184372098911,491
15393162793735,394
35184372096075,733
2199023260267,1448
4203,283
6597069771123,179
35184372097231,449
17592186053943,2431
6003,698
24189255813411,950
26388279077527,751
19791209302555,485
13194139541703,514
35184372092103,87
30786325581003,1787
24189255812811,295
10611,691
37383395347315,320
19791209304723,689
17592186049596,725
24189255820196,116
4398046515928,878
37383395346664,197
6400,206
28587302322944,369
28587302325464,443
17592186047716,293
17592186050412,1560
24189255815532,288
35184372094888,335
6597069777584,1214
37383395348692,485
35184372093652,262
6597069773576,578
2199023256224,1205
13194139538188,1116
32985348838556,847
15393162793760,1159
30786325584628,253
28587302328992,102
15393162799728,1253
35184372096244,410
28587302330000,567
2199023264336,1818
17592186051120,520
24189255818288,2279
28587302324492,468
17592186045196,1001
30786325581580,915
24189255818796,529
10995116284172,647
6597069776268,689
17592186047008,310
35184372095884,542
28587302324444,326
4828,1281
30786325582916,109
32985348838980,1284
37383395346368,425
19791209307588,370
8796093028192,884
2199023263072,181
4228,646
21990232564348,593
17592186044476,1493
13194139536676,215
37383395351896,438
24189255814548,1135
15393162789340,353
24189255821296,385
664,1098
4398046517968,1594
24189255816344,790
30786325583264,619
4398046513116,427
15393162796288,17
19791209300224,3191
28587302333172,383
10995116284476,468
10995116279708,747
35184372092128,2030
10995116286944,2658
17592186047476,2271
37383395346772,948
3520,1008
26388279070496,705
2199023262644,1697
3616,567
8796093030176,640
13194139538904,509
15393162794968,1113
32985348837672,917
30786325582116,545
28587302327224,567
2199023256068,1147
15393162797236,233
35184372091768,586
6597069767964,441
28587302326380,15379
19791209306220,501
28587302325228,737
37383395351800,619
17592186048828,420
6597069769448,624
2199023264104,789
15393162789996,428
10995116288060,571
13194139536784,2867
28587302326692,217
2199023265868,690
13194139538308,521
32985348833668,357
2368,1081
35184372089680,600
21990232560612,3506
10995116284716,2043
17592186049308,394
15393162798736,51
32985348837164,818
2199023266340,4498
4398046516216,2479
26388279070484,479
10995116285204,1819
13194139534356,971
35184372095092,185
6592,926
4398046515192,107
24189255812100,336
17592186052948,1707
13194139539680,306
15393162792752,993
21990232563916,157
2992,371
8796093028868,931
32985348841456,663
30786325582880,376
17592186048816,989
4398046521940,1051
5344,501
32985348838932,1370
13194139536128,298
8796093030128,1175
35184372097076,1827
17592186048564,756
8796093031696,272
8796093029312,645
19791209300416,630
24189255812000,542
21990232565184,221
13194139537468,594
8796093027628,719
37383395348968,1230
15393162789692,1518
10995116282932,320
3388,591
21990232565800,2106
30786325584340,1634
17592186050748,751
15393162792064,2238
17592186049020,653
32985348841468,2076
15393162794340,1301
8796093029684,195
19791209306092,1857
24189255817356,203
9304,2265
26388279067780,604
2199023263364,571
15393162796008,1026
37383395346820,819
30786325577740,270
28587302331844,276
10995116287940,2561
15393162790080,159
15393162789136,1147
24189255815068,1234
28587302330500,1208
8796093027820,430
2199023263724,1991
17592186055108,422
19791209300924,315
17592186046132,901
26388279069116,2866
37383395350984,1317
4398046516668,1709
24189255820852,57
8796093031084,96
10924,1803
21990232561592,693
32985348834420,301
17592186051636,719
30786325584376,492
2199023259188,404
10995116284752,1110
32985348834296,290
35184372090052,920
8796093027052,497
6597069773020,514
37383395346616,704
4398046515220,1783
10995116281924,183
13194139539740,418
35184372089608,1193
100,937
8796093029396,1454
28587302330608,2292
19791209302544,1280
2199023260768,699
17592186051156,1394
10995116279720,700
2199023259560,315
2199023261264,1363
4398046513480,402
28587302326356,322
10995116285520,534
21990232560000,393
10995116284440,396
4398046511680,1515
24189255819848,375
4398046521216,2059
8796093029456,550
26388279073300,692
6597069776292,703
30786325588304,202
19791209310032,204
28587302333124,73
15393162795236,940
30786325585908,338
21990232561740,1888
26388279072648,1135
32985348840988,443
6597069776896,1464
6597069774192,948
21990232559472,1819
10995116282224,1051
32985348838012,992
28587302322908,585
17592186054724,161
2199023258704,2325
28587302332664,257
35184372091084,10186
35184372095020,692
2199023264696,1528
26388279074776,1061
13194139536344,1029
35184372093748,404
7780,927
17592186050928,634
6597069771100,832
4398046513168,1059
17592186048100,1141
8796093025544,96
19791209305864,11097
21990232558156,246
7756,618
17592186051684,1622
1024,765
19791209301484,484
8796093023908,5630
35184372091744,459
32985348835352,378
28587302325356,303
19791209309452,684
10995116287024,97
6597069776944,866
9712,388
2199023262112,448
37383395347468,293
21990232557444,1082
30786325588424,745
13194139541572,2539
32985348843016,392
4398046518396,1060
30786325585164,261
26388279071220,1400
2199023264600,621
21990232563832,960
2199023262040,810
2199023265196,3785
2199023261968,609
2199023259320,1080
8796093029276,1644
30786325586272,870
2199023262172,1008
8796093026012,859
32985348835048,230
2199023257304,989
26388279074008,281
37383395345384,179
30786325584088,2595
2199023266304,2260
10995116286464,660
19791209307396,179
4398046517220,739
15393162796516,3084
2199023258884,2355
19791209310908,345
21990232557384,2045
19791209308288,768
10995116280044,289
37383395347864,11025
30786325587660,444
17592186054820,427
24189255816040,702
28587302330216,1715
15393162794896,1496
6597069768340,762
19791209302928,1693
24189255811492,1771
37383395347112,2241
30786325578256,349
7684,648
13194139537936,1839
8796093028700,234
13194139540172,370
4398046514388,1423
26388279069704,2382
13194139537876,408
35184372092620,267
4398046517016,410
8796093028252,554
30786325583660,387
26388279068116,454
32985348840224,1876
24189255818708,664
35184372093052,827
2199023265112,681
17592186045208,4702
8796093031660,574
8796093023740,366
15393162799448,17079
17592186045808,393
19791209307760,2505
6597069774712,723
4398046519708,443
10995116284412,466
28587302324732,270
19791209302532,628
15393162798964,866
26388279075052,287
17592186054868,1207
15393162795888,1944
8796093023008,2622
2199023260364,577
10995116285000,400
28587302329684,1301
2199023255668,1684
2199023258092,2546
35184372092380,212
15393162798044,396
8796093029444,1041
32985348840392,1909
26388279072444,884
2199023260232,532
37383395352224,1780
13194139537192,435
8796093023368,1229
15393162795056,2222
26388279070256,1203
13194139536424,992
32985348838712,1015
15393162796796,1840
6597069769872,2158
28587302328968,1020
21990232560776,2814
9028,1215
26388279074596,2237
26388279068960,546
15393162798988,1007
6597069771644,2116
37383395348048,2124
32985348843412,1669
10995116280932,2487
1636,714
30786325587540,319
8796093032576,408
28587302330416,248
13194139535660,1787
4398046518312,714
26388279066664,1970
30786325585548,535
21990232563868,380
19791209307712,982
30786325580732,239
35184372096832,1768
32985348841792,910
13194139537588,1427
2199023256140,200
15393162792524,912
19791209308336,701
13194139535600,1134
6597069772864,1003
17592186048064,5385
2199023262916,1409
19791209305996,795
4398046519516,961
24189255816500,252
10995116284560,1191
28587302327676,512
10995116283328,218
19791209303272,2340
17592186051480,1622
2199023264980,1768
30786325578960,1280
6352,644
35184372090580,796
26388279076576,328
30786325583816,818
30786325584844,450
13194139534180,3759
10192,441
6597069775288,3060
4768,196
10995116284136,265
32985348842012,346
13194139543604,1722
35184372093832,1941
15393162789572,1342
13194139541560,769
24189255813604,332
13194139537000,954
19791209304168,955
17592186048684,436
5452,813
4398046519912,706
30786325580420,1376
10995116285060,490
21990232560456,1660
19791209301836,1112
28587302326092,2343
35184372098696,450
28587302329480,559
21990232559100,121
6597069776656,1242
2199023263676,2697
37383395346904,135
16,1081
32985348839860,754
13194139537780,245
2199023256440,144
376,865
19791209301052,793
26388279073696,3022
6628,212
28587302325308,310
35184372089524,487
4398046516596,567
30786325583096,1097
28587302327032,1274
21990232555672,294
2199023261348,814
30786325583684,168
13194139540984,2140
32985348834744,468
2199023258216,113
15393162796060,1106
21990232563044,637
30786325582952,106
15393162790332,388
4398046518732,423
19791209306956,241
32985348839836,1912
10995116284584,237
4398046518040,1318
2199023263816,607
35184372089752,1135
26388279069992,1959
32985348838736,744
2199023260640,309
26388279073672,9519
24189255816584,251
2199023264276,2030
19791209302844,1125
24189255815184,1168
6597069770764,720
35184372096532,1533
4398046516776,1227
2199023266376,1510
2199023261420,721
13194139538988,203
4398046519972,743
10995116280908,742
30786325582392,729
15393162797768,1335
37383395348956,333
17592186049056,247
6597069767712,71
6328,2536
35184372090196,510
8796093025604,463
10995116281040,403
15393162792256,682
4398046512960,328
6597069773164,421
30786325581688,279
21990232561028,337
10995116280708,404
2199023265344,608
32985348836728,135
35184372096544,1200
15393162793820,919
26388279071328,586
6597069776416,3467
17592186044824,536
35184372095104,949
32985348839364,385
32985348838240,701
26388279072624,292
2199023256536,574
32985348836040,470
5320,9064
6916,2305
4398046515400,340
21990232563572,928
19791209307288,1214
32985348837528,55
15393162791676,1807
8796093030856,971
24189255820136,582
26388279068792,1150
32985348838192,1481
24189255812716,620
21990232557360,935
13194139538344,244
26388279075244,2281
8796093027868,2107
24189255818624,1225
28587302324468,1590
30786325587204,484
15393162799580,231
2199023256308,882
32985348841204,1447
13194139537660,1560
19791209306008,678
6597069770088,357
26388279066760,2031
13194139539036,150
30786325579356,649
2199023260936,1286
26388279070472,170
21990232562040,1062
28587302328376,260
19791209306632,899
13194139534728,1032
21990232558216,396
19791209310800,517
19791209306860,153
32985348836404,704
21990232562220,396
3628,702
15393162799592,861
15393162793300,1768
28587302326272,543
10995116280980,143
4398046513128,280
30786325585224,1154
24189255814596,479
6597069771972,621
7108,917
35184372094912,515
21990232560968,3105
37383395344816,891
8796093026300,853
13194139538604,894
6597069774508,396
32985348836196,1354
37383395348132,899
8796093023260,2985
3100,643
8796093030748,1095
26388279073948,678
28587302324720,300
13194139537108,501
19791209306172,587
4398046514104,1285
4398046521748,465
26388279069740,374
19791209310484,288
15393162792304,40
15393162792028,186
19791209309084,11038
26388279071292,375
8796093027568,326
32985348835544,377
26388279069261,619
2199023259725,1605
8796093028941,387
15393162789901,415
30786325581949,206
35184372096977,433
13194139543225,1936
10995116280957,154
30786325584509,890
10995116281221,1102
35184372093665,527
4398046520273,219
19791209305901,91
21990232563893,2733
3809,1003
8796093026181,718
13194139536261,224
28587302329829,446
2199023266169,65
2199023261777,1788
30786325584821,243
30786325580721,846
17592186047933,863
17592186047729,390
17592186048077,545
26388279077457,1752
17592186048805,587
28587302331809,224
10995116287593,204
35184372093629,150
15393162795345,693
10995116282829,3248
19791209308301,987
17592186055301,564
13194139541609,1543
13194139544229,399
15393162797393,1254
17592186044801,398
26388279074273,1044
26388279076893,1045
10995116281369,217
2199023257113,368
32985348838497,191
30786325583457,2399
21990232563549,706
2199023265089,1626
4398046515025,2417
35184372096533,3102
35184372095933,997
13194139543641,4066
6597069772021,1638
4398046516981,748
4398046520309,617
37383395351457,342
30786325586069,805
6597069771537,839
35184372098313,407
21990232559881,2147
5393,302
32985348834481,364
30786325588497,739
2199023265221,1819
6597069775301,488
26388279067277,115
21990232559245,200
26388279072313,140
6597069770945,1073
10995116288385,218
15393162797001,1515
15393162789997,263
30786325583469,1071
6597069774109,1385
4398046514797,634
30786325584221,651
6597069772769,45
13194139536285,1170
4398046518277,1124
21990232563309,1020
21990232558589,1398
2199023262525,991
13194139542497,574
24189255818153,1211
26388279069585,3714
24189255812497,606
37383395350913,827
6597069772069,1335
35184372094637,2867
4985,659
4398046512397,382
2199023261193,606
6597069768073,284
17592186050581,1425
32985348840841,190
6597069770005,357
4398046514965,499
10995116281477,978
4398046518625,268
26388279076793,3037
30786325586873,1171
17592186052793,386
6597069766973,712
28587302322777,1034
17592186050725,348
28587302324893,1283
30786325582405,486
32985348836501,478
28587302324373,381
28587302324529,809
15393162796337,538
30786325582777,371
30786325582285,452
19791209308109,309
15393162799085,2027
32985348841265,210
30786325580325,747
6597069766853,586
28587302328377,1060
2199023255669,682
26388279074501,181
19791209304241,2363
28587302328029,249
26388279073037,269
17592186049417,3548
17592186049849,476
4398046517029,1926
26388279072733,552
30786325582249,557
21990232560325,496
6597069771161,1668
10995116283933,423
19791209299997,1046
15393162792389,541
8796093029505,2475
21990232559725,951
30786325583981,791
2199023265393,3348
8796093027965,389
24189255819001,448
2199023265453,708
4398046511213,1360
10995116283417,658
4398046519469,369
24189255818481,3091
2199023258753,589
19791209310713,1488
26388279070993,844
26388279076565,706
8796093023873,143
17592186048769,969
10995116280529,55
2199023265585,1186
10995116285253,1920
7913,1433
17592186050809,1722
19791209305781,1107
10995116284245,180
32985348835653,354
26388279071809,2315
30786325581677,280
21990232565777,2040
4398046517101,685
8796093026049,625
15393162797781,1599
24189255811193,2278
10995116286525,380
19791209303369,2723
35184372090941,1556
4398046514165,3314
17592186044789,656
6597069774061,2668
4398046516225,1062
15393162796545,712
8796093027053,1168
19791209305321,1867
37383395345657,89
32985348834963,327
26388279068667,617
6597069767227,116
24189255820607,572
17592186053607,883
15393162797355,187
32985348841827,392
13194139542171,226
28587302332291,420
32985348843823,344
32985348834020,2257
19791209302952,398
35184372089092,848
6196,758
32985348842444,570
35184372090208,441
24189255819508,521
28587302330740,1622
4398046513564,1149
26388279067216,667
28587302322196,846
4398046512444,1470
10995116277868,314
6597069767140,823
28587302332688,475
8796093031780,279
10995116286932,455
21990232555936,1785
8796093031180,1916
26388279068272,758
21990232558192,156
2199023263756,536
2199023260496,3149
4398046519492,297
28587302323528,2018
32985348843608,2152
13194139538448,520
15393162798652,247
21990232564096,811
21990232564932,486
13194139543880,1075
6597069777160,1520
6597069775956,62
13194139535996,1026
4398046512216,1064
2199023261660,436
15393162791448,363
17592186045316,266
24189255812244,708
26388279068768,1225
19791209310352,535
28587302330512,745
2199023264744,61
6597069776584,77
13194139539096,3093
19791209302168,215
19791209300516,120
26388279077252,2641
10995116288480,1182
19791209301412,2463
2199023255740,1690
13194139543440,1377
24189255813580,426
26388279068284,884
6597069767748,1424
6597069766996,233
13194139541980,197
30786325579844,293
15393162799412,245
6597069767976,665
10995116286208,1787
28587302323988,794
15393162790200,677
30786325588340,585
21990232566100,207
8796093023296,421
30786325577908,542
6597069767336,1135
8796093024380,1195
4398046513020,585
37383395345872,169
37383395345972,508
19791209300792,650
28587302331932,123
17592186053872,1832
10995116280492,579
2199023257012,782
32985348841684,1168
32985348835388,680
24189255812980,598
28587302322352,592
35184372090148,134
21990232564752,553
10995116287820,1167
10995116286400,573
4398046513432,1475
24189255811880,696
2896,820
30786325588556,328
17592186047140,407
21990232557372,2008
26388279075280,285
17592186046312,2513
24189255811688,466
15393162798192,526
26388279075712,800
30786325587744,180
10995116286920,2110
26388279074968,2267
26388279067792,235
10995116279128,487
2199023263840,772
28587302324736,1442
2199023257984,541
6597069768988,564
26388279067900,48
6597069769436,124
8796093031540,3233
15393162790408,1470
26388279068296,1253
32985348843680,422
32985348842264,208
26388279076120,1562
30786325588484,173
2212,576
15393162791508,1036
6597069766768,963
19791209310200,599
10995116287036,1298
26388279076144,1478
26388279075592,184
30786325588436,362
21990232564384,168
8796093026921,826
19791209309109,1070
24189255821237,707
6597069767045,791
2199023265197,157
6597069775313,1479
15393162789753,935
28587302332497,279
24189255820429,3381
30786325578737,571
4398046512041,652
26388279074873,246
30786325578829,450
21990232565065,641
26388279077193,375
32985348844129,473
35184372097893,1273
4398046519625,540
6597069775557,1609
4398046519949,749
4398046513445,492
19791209304373,351
6597069768025,222
15393162791533,2549
17592186045761,597
6597069773337,179
2199023265941,3541
9533,784
21990232566195,450
24189255822055,271
26388279075435,1483
37383395348967,680
6597069776475,931
28587302333088,907
35184372099188,131
8796093023140,110
13194139540244,531
30786325578292,203
10995116287844,522
10995116278460,1848
24189255820776,1328
10936,2936
19791209309876,338
30786325580384,377
30786325578972,697
19791209309948,971
6597069776728,2230
35184372091012,353
6597069775240,502
24189255816308,577
19791209301040,693
6597069775364,131
17592186053656,517
37383395353344,643
21990232565992,2182
19791209300948,128
24189255813160,260
24189255813268,450
19791209310496,521
28587302324336,1443
28587302331032,225
28587302323624,1685
19791209302216,118
2199023257172,174
28587302324276,558
4398046518100,652
19791209302061,1293
4398046513829,835
35184372089969,350
4398046520497,411
2199023266485,1128
19791209310116,708
30786325579892,815
17592186055408,392
15393162790976,2197
26388279072084,175
19791209310412,316
9340,241
32985348839124,1320
2199023265692,1971
35184372098900,790
13194139534512,1185
13194139534048,497
30786325588280,307
8796093023044,355
30786325579308,2413
4398046522012,392
2199023257244,2208
19791209300876,182
21990232565148,447
28587302323137,335
26388279067181,1640
10995116286645,766
24189255812667,552
35184372094132,344
17592186046840,981
13194139536032,116
24189255821368,988
6597069777513,1144
28587302322835,788
5260,1243
4398046519684,1613
24189255812280,1284
8796093032624,1221
4398046520484,443
13194139533436,942
8796093032068,412
24189255819472,683
13194139533747,1372
6597069775204,287
26388279069333,2824
8796093024004,1960
10995116278048,519
28587302322257,750
2199023256212,689
13194139538368,3602
2199023265041,24
13194139535317,155
19791209305417,249
28587302329577,474
4398046518997,712
2199023255573,369
19791209303105,1817
35184372092825,333
2199023261649,4891
30786325585573,1073
10995116282649,913
13194139540341,547
32985348838557,442
17592186047105,1093
8796093030261,236
19791209307409,545
26388279068973,788
2199023265765,1636
13194139534097,618
2199023257601,3742
10995116277761,1295
13194139535481,434
4398046513937,906
32985348840989,806
8796093030309,181
26388279075569,1570
37383395345489,1066
35184372098841,304
35184372091853,718
2199023266253,2360
7349,207
21990232562377,2025
4398046515365,2681
13194139538177,629
7937,1408
6597069777173,1724
35184372092945,963
24189255820817,1996
24189255820729,181
21990232558337,1151
32985348833693,286
24189255816185,2429
26388279074297,401
8796093030473,1971
10995116285725,1124
2199023264745,4464
15393162789525,1783
9677,3995
24189255820877,272
19791209308541,278
4398046520953,476
19791209302325,2277
24189255812101,338
28587302329293,3351
17592186046721,1175
24189255821705,1002
32985348836357,889
28587302327273,161
2199023265789,411
24189255820597,768
15393162795553,734
28587302324637,481
4398046518745,1417
17592186049765,323
19791209303001,154
6929,322
24189255817057,857
26388279072833,1479
24189255817973,341
21990232566245,450
24189255812605,509
6597069774725,158
4398046519985,1641
30786325578269,307
35184372095297,688
6597069774821,854
24189255818493,637
10995116278013,2433
19791209302493,2534
30786325583613,183
24189255818469,373
13194139535077,324
19791209304097,794
26388279074345,2099
26388279067193,477
4398046517753,688
30786325578233,418
24189255814201,741
32985348834361,1001
4398046513157,2032
8796093029625,270
6597069774737,4138
2199023256069,478
13194139534441,471
4398046514281,810
21990232563405,177
21990232558181,389
8796093027317,378
6597069771817,403
13194139539597,1161
32985348840369,1975
15393162793157,366
15393162793869,994
13194139534705,945
17592186052709,1436
10757,750
19791209300009,1121
24189255813909,240
15393162799049,366
17592186052201,815
6137,624
28587302322497,560
8796093031829,2503
32985348839029,1452
4398046511381,898
26388279074069,307
30786325584689,129
6597069770645,687
8849,1639
32985348839645,452
21990232559017,1200
10995116280685,621
30786325585261,311
10995116285737,1088
13194139542661,716
10995116282865,715
30786325581961,1560
4398046513289,382
19791209301621,253
4398046521437,233
35184372092225,851
28587302329905,1458
8796093025329,3720
15393162796905,1460
17592186054677,1550
19791209310741,653
4398046521941,96
8796093030833,531
17592186052721,1733
2199023261517,640
21990232562901,991
26388279070933,506
28587302326093,1104
19791209302653,43
30786325580873,256
28587302329929,575
37383395347365,560
10995116281185,325
30786325579561,339
21990232559401,2635
10613,2243
28587302325729,627
30786325580769,140
15393162791473,322
21990232564061,1699
17592186053981,1001
19791209307253,511
4398046519313,941
6597069776293,785
21990232565605,1048
6725,989
21990232562293,3549
17592186050065,2244
19791209304253,294
26388279076049,648
37383395352273,2440
10995116288569,716
6597069776441,1334
26388279073985,737
8796093025473,399
17592186049753,848
4398046521917,823
28587302326309,1664
10995116279565,874
2199023261021,1189
30786325587649,103
28587302330561,197
4398046515653,1391
8796093026265,481
24189255820753,1534
4398046519129,2135
10995116285893,327
2199023258705,2469
17592186047321,697
32985348833501,536
30786325581221,150
6597069775049,444
4398046511513,1635
13194139534621,1070
8237,502
10995116278557,1054
10995116284837,1901
28587302326105,451
19791209301849,372
15393162792089,226
21990232561837,207
21990232557761,957
8057,2101
6597069771465,781
15393162797649,966
8261,618
13194139539325,583
28587302323289,389
15393162797037,616
30786325586977,1655
6597069767181,3072
19791209300877,398
32985348836041,187
21990232559485,1882
28587302325133,1338
10995116284909,1412
10995116285497,101
32985348837009,177
26388279071425,955
13194139536821,2796
32985348835617,511
4398046514569,392
4398046513385,436
28587302331285,378
2199023259249,1848
6597069769329,666
7145,2191
8796093024705,769
10995116286977,264
24189255814561,4258
6597069767941,4682
21990232558001,1113
6597069767905,609
26388279073505,2212
17592186046337,576
4398046519225,353
17592186047417,516
10995116280141,2315
10995116282297,348
30786325580673,183
2199023262137,587
17592186051913,672
19791209307977,620
4398046515941,514
24189255811301,3283
35184372096029,1058
28587302331933,998
21990232559545,679
2199023258157,613
8796093025053,2455
6597069776777,1246
35184372094193,741
19791209304349,497
28587302329553,268
4961,2392
4109,1086
2199023258669,1231
19791209307181,2379
26388279068985,81
13194139542065,420
21990232558349,260
2199023260097,369
21990232565221,362
4398046517909,353
2199023259153,1211
30786325586501,448
13194139537745,606
4229,525
13194139535829,1170
17592186050005,2371
26388279068117,590
32985348837069,1568
30786325581005,338
6597069769945,800
8796093029457,2983
6597069777441,2138
15393162796493,1330
21990232557517,235
26388279072001,430
30786325584893,536
6389,2763
32985348838905,913
32985348835569,782
26388279074645,766
2199023265513,570
30786325579729,421
10995116278581,1799
13194139543357,129
15393162795249,724
8796093029733,606
8796093028449,915
17592186053321,738
641,812
8796093025677,489
30786325584269,5820
30786325585537,2735
6597069768665,464
24189255817177,451
21990232563189,2674
17592186048697,1199
13194139541057,2399
13194139535209,1446
24189255811121,412
13194139535397,757
2199023261409,541
13194139542521,766
10995116286729,558
15393162793821,685
19791209303901,253
2199023265489,10446
24189255818661,560
17592186045413,645
4398046513349,675
17592186051781,1193
15393162799037,1300
28587302323785,782
32985348842085,2020
4398046519213,1171
8796093032553,1179
8796093025017,156
26388279072145,310
2199023259537,419
37383395348469,481
24189255821585,411
1193,562
4398046515809,458
21990232559677,649
8796093029985,504
4398046511273,78
19791209305973,945
6597069769085,1150
2199023259005,614
26388279072097,294
35184372095285,495
10995116285001,602
30786325580361,727
26388279070281,1032
30786325586429,375
17592186052961,1140
35184372091097,787
32985348842205,2432
2199023263805,820
15393162790177,285
2199023256381,120
15393162792765,992
13194139536701,447
15393162798109,619
10349,14203
26388279069621,1084
26388279066965,741
13194139534157,1412
17592186052429,63
21990232563129,2816
6597069769521,1211
24189255813161,1562
30786325578901,586
13194139540541,1144
19791209303081,855
10995116283405,379
6597069773673,1526
2199023260145,1103
17592186047849,543
30786325581809,2091
